year,Base case cost,Modeled transmission and interties
2021,451998.923849,1622684.27802
2022,466904.829326,1640256.52642
2023,478232.489465,1653758.38688
2024,486724.168382,1663935.28301
2025,497923.189123,1675835.52197
2026,510810.786796,1691129.70168
2027,522741.721355,1705375.29673
2028,532071.774283,1716622.17702
2029,545231.436891,1732230.03696
2030,554409.1926,1741816.10229
2031,567740.374405,1757615.48947
2032,581166.187493,1773523.98281
2033,595743.101405,1789257.30201
2034,609358.177056,1806832.72403
2035,621283.936468,1819709.1031
2036,636490.000542,1836194.19369
2037,646195.621369,1849276.95801
2038,661590.948006,1865967.80555
2039,674618.274681,1881456.47936
2040,692001.59754,1900471.24387
