year,Base case cost,Modeled residential ashp
2017,107466.120608,202942.024273
2018,120031.354889,207227.518083
2019,137460.550827,213171.912724
2020,145972.483727,216074.989177
2021,151647.10566,218010.373478
2022,156105.737179,219531.032572
2023,153515.751888,214804.340063
2024,155858.714957,215544.772719
2025,158982.665716,216532.01626
2026,162497.11032,217642.665244
2027,165621.061079,218629.908785
2028,167964.024149,219370.34144
2029,171478.468753,220480.990424
2030,166841.660628,214508.740288
2031,170598.236144,215594.431782
