year,Base case cost,Modeled residential ashp
2017,817762.227045,3869269.41148
2018,857731.718492,3743956.53787
2019,907354.093725,3603836.51999
2020,929859.354238,3489126.02145
2021,947232.306578,3386203.15128
2022,961896.132871,3291515.73078
2023,969125.058695,3200289.81298
2024,977545.347971,3112215.56119
2025,986424.917431,3023551.93768
2026,991567.502218,2933020.82722
2027,992860.329344,2840465.63642
2028,989812.792792,2748315.9817
2029,999654.002947,2667833.16668
2030,1003652.48139,2589133.94106
2031,1009921.52425,2505476.68344
