year,Base case cost,Modeled non-residential ashp
2017,1104657.60171,2397213.24981
2018,1160067.07999,2385556.99812
2019,1236255.11262,2384934.28075
2020,1273194.7648,2366066.98271
2021,1298590.77568,2342437.53766
2022,1317060.60177,2316276.22131
2023,1328604.24308,2287563.25584
2024,1340147.88439,2259655.11557
2025,1354000.25396,2233658.20406
2026,1367852.62353,2208428.83676
2027,1381704.99309,2183949.02269
2028,1393248.6344,2159075.92836
2029,1407101.00397,2136042.93086
2030,1416335.91702,2111457.47878
2031,1432497.01485,2090929.5369
