year,Base case cost,Modeled non-residential ashp
2017,1278093.17935,1515415.32463
2018,1346416.64213,1568509.98383
2019,1440361.40345,1644326.44043
2020,1483063.56768,1675191.53814
2021,1514378.48812,1696189.26698
2022,1537152.97571,1709822.20024
2023,1551387.03046,1716086.72825
2024,1565621.0852,1722498.13487
2025,1579855.13995,1729052.97762
2026,1599782.81659,1740760.43397
2027,1616863.68229,1750098.41207
2028,1628250.92608,1754557.43619
2029,1645331.79178,1764159.45397
2030,1656719.03557,1768876.32937
2031,1676646.71222,1781236.42469
