year,Base case cost,Modeled residential ashp
2017,946101.737905,1469607.38878
2018,1009360.18335,1496732.38323
2019,1100138.08632,1544343.50307
2020,1146723.19108,1562969.5125
2021,1185200.72976,1577149.83055
2022,1224743.22786,1595224.34013
2023,1250697.41369,1602531.40224
2024,1276919.75045,1610447.08607
2025,1310850.83813,1626404.01177
2026,1342454.30505,1638709.86638
2027,1372017.4729,1650116.58436
2028,1397017.37094,1658917.83739
2029,1434919.44441,1679275.51606
2030,1468258.24807,1697013.38479
2031,1501711.95642,1712682.32538
