year,Base case cost,Modeled transmission and interties
2021,318670.194536,1559309.93702
2022,330759.59768,1558568.96708
2023,338360.742486,1554110.39042
2024,346582.923554,1549052.62702
2025,356302.218089,1547366.39501
2026,366958.460631,1546695.21945
2027,377046.062031,1545892.68792
2028,385559.498317,1543884.83196
2029,396573.260493,1543738.48693
2030,403970.988956,1541157.79123
2031,415520.260067,1543344.93241
2032,427524.906401,1547454.96001
2033,440063.520637,1550274.32714
2034,454025.278761,1557682.66764
2035,464381.019886,1559025.74883
2036,476986.669053,1565125.14842
2037,487234.537875,1566851.51797
2038,500465.846402,1574358.79362
2039,513838.929956,1581620.52382
2040,530343.392375,1593824.37314
