year,Base case cost,Modeled residential ashp
2017,1007221.41803,1211616.50938
2018,1078997.38776,1271030.20265
2019,1170799.80338,1348502.0496
2020,1218875.6987,1386280.55109
2021,1251690.95402,1410309.52301
2022,1280261.45919,1430632.62724
2023,1300005.88436,1443052.42173
2024,1319880.62953,1455746.96554
2025,1346248.93956,1475076.11853
2026,1371063.79488,1492602.11807
2027,1393743.47035,1508321.16668
2028,1418485.28023,1526621.14478
2029,1443858.9054,1545100.06118
2030,1459984.51087,1555231.10505
2031,1485668.64619,1574268.14052
