year,annotation,consumption,consumption residential,consumption non-residential
2003,,586281.0,207627.0,378654.0
2004,,573520.0,209724.0,363796.0
2005,,555886.0,201069.0,354817.0
2006,,552667.0,201162.0,351505.0
2007,,556303.0,204396.0,351907.0
2008,,516416.0,208528.0,307888.0
2009,,569935.0,210614.0,359321.0
2010,,555425.0,207552.0,347873.0
2011,,611705.0,225996.0,385709.0
2012,,756123.0,245274.0,510849.0
2013,,769692.0,243090.0,526602.0
2014,,770960.0,234959.0,536001.0
2015,,905403.0,241887.0,663516.0
2016,start of forecast,814309.0,238936.0,575373.0
2017,,819569.0,244196.0,575373.0
2018,,825031.0,249658.0,575373.0
2019,,830696.0,255323.0,575373.0
2020,,836423.0,261050.0,575373.0
2021,,842093.0,266720.0,575373.0
2022,,847758.0,272385.0,575373.0
2023,,853378.0,278005.0,575373.0
2024,,859053.0,283680.0,575373.0
2025,,864700.0,289327.0,575373.0
2026,,870321.0,294948.0,575373.0
2027,,875815.0,300442.0,575373.0
2028,,881202.0,305829.0,575373.0
2029,,887243.0,311870.0,575373.0
2030,,893056.0,317683.0,575373.0
2031,,898582.0,323209.0,575373.0
2032,,903437.0,328064.0,575373.0
2033,,908032.0,332659.0,575373.0
2034,,912578.0,337205.0,575373.0
2035,,917222.0,341849.0,575373.0
2036,,922068.0,346695.0,575373.0
2037,,927109.0,351736.0,575373.0
2038,,931996.0,356623.0,575373.0
2039,,936526.0,361153.0,575373.0
2040,,940759.0,365386.0,575373.0
