year,Base case cost,Modeled residential ashp
2017,302992.652266,461047.20472
2018,327815.487149,478116.532736
2019,361113.472143,502389.106097
2020,380448.936951,515437.299506
2021,396925.701136,526298.996661
2022,411706.015515,535904.84375
2023,424669.212165,544131.907097
2024,437111.617369,552045.015861
2025,449714.913133,560209.049001
2026,463949.723844,569863.236276
2027,477650.335561,579183.729749
2028,482142.654003,579494.42271
2029,496111.416654,589248.802914
2030,508716.815291,597949.069676
2031,523823.116535,608884.404241
