year,Base case cost,Modeled non-residential ashp
2017,481872.786563,567285.947688
2018,510220.768116,591947.768001
2019,550298.948934,627797.979024
2020,567894.247829,642356.305383
2021,580601.963698,652325.046577
2022,590377.129751,659558.969341
2023,597219.745988,664056.922921
2024,603084.84562,667673.72865
2025,608949.945252,671336.261634
2026,616770.078094,676899.395263
2027,623612.694331,681578.16525
2028,629477.793963,685371.549503
2029,636320.4102,690134.495007
2030,641207.993227,693082.109358
2031,649028.126069,698853.303463
