year,Base case cost,Modeled residential energy efficiency
2017,426269.530536,413696.927731
2018,459318.140909,439648.866697
2019,503570.691774,474682.262851
2020,529244.229785,495330.993257
2021,551102.992199,513109.114757
2022,570696.708779,529204.361542
2023,587872.254013,543462.65559
2024,604349.497121,557241.915742
2025,621030.907577,571263.192984
2026,639857.535895,587105.630538
2027,657968.848141,602449.358451
2028,663894.083354,605822.769745
2029,682345.674513,621576.451026
2030,698992.326724,635919.830876
2031,718924.86151,653040.392439
2032,740185.214411,671340.322018
2033,760679.209404,689085.712346
2034,782535.050404,708043.013369
2035,787983.164785,711344.486324
2036,810230.326535,730752.12467
