year,Base case cost,Modeled residential ashp
2017,520787.798713,2115366.29096
2018,580766.218223,1861679.37033
2019,664050.415262,1532957.49173
2020,704059.27972,1344953.76064
2021,730275.163193,1202547.53633
2022,749370.102439,1079161.98469
2023,763723.327821,977147.579483
2024,772916.780302,887753.315887
2025,785896.842342,786678.730078
2026,800702.342615,680240.724064
2027,813478.805015,581168.374453
2028,822332.924762,495847.687185
2029,838184.595015,393649.338305
2030,846358.161488,318007.297731
2031,862612.749143,209913.205073
