year,Base case cost,Modeled non-residential ashp
2017,281935.375453,514273.720575
2018,314900.034683,470596.65024
2019,360625.207163,413882.789894
2020,382956.105351,381690.601172
2021,397843.37081,357442.832193
2022,409540.507956,336715.292386
2023,418047.51679,319503.158936
2024,424427.773415,304696.907867
2025,432934.782249,287872.68815
2026,442505.167186,270130.821024
2027,451012.17602,253676.545274
2028,457392.432645,239610.389665
2029,466962.817583,222404.106959
2030,472279.698104,209787.301393
2031,482913.459146,191812.667568
