year,Base case cost,Modeled non-residential ashp
2017,20534.9273156,30502.4401942
2018,22458.3667502,32238.2093129
2019,25094.1911605,34669.5691928
2020,26447.7226145,35857.576434
2021,27302.5845854,36563.8581091
2022,28014.9695612,37134.5708573
2023,28442.4005467,37431.155495
2024,28869.8315322,37730.5265582
2025,29297.2625176,38032.6187395
2026,29867.1704982,38475.8589676
2027,30365.8399813,38852.4489046
2028,30793.2709667,39162.3277283
2029,31291.9404498,39543.9267465
2030,31648.1329377,39789.451899
2031,32218.0409183,40245.0733024
