year,Base case cost,Modeled residential ashp
2017,133100.316791,309434.26065
2018,139429.409791,311753.701976
2019,155793.531276,323742.169706
2020,156968.440871,321385.149948
2021,162042.085687,323293.202534
2022,158613.499092,316847.570849
2023,161033.502586,316484.14319
2024,155563.244311,308289.606957
2025,157866.428891,307926.280365
2026,152774.502429,300137.73507
2027,155325.262373,300090.227164
2028,149095.681157,291359.437885
2029,142957.916753,282729.743724
2030,144585.189952,282002.91493
2031,138383.483809,273367.430684
