year,Base case cost,Modeled non-residential ashp
2017,918914.447346,955110.068098
2018,1022197.29677,1051779.30568
2019,1162261.39464,1183112.0365
2020,1233868.51899,1249908.48697
2021,1280305.58039,1292611.96609
2022,1320768.34481,1329990.34268
2023,1345647.54775,1352330.52778
2024,1366010.11215,1370418.87914
2025,1395896.60517,1397882.84688
2026,1425707.45264,1424989.62197
2027,1450403.79464,1447274.15553
2028,1471415.0621,1466091.59372
2029,1499512.61264,1491652.9409
2030,1516544.57264,1506748.4242
2031,1546628.92017,1534243.39673
