year,Base case cost,Modeled residential ashp
2017,188945.444682,36702.5210759
2018,203476.430067,49434.9809862
2019,224465.631178,67826.3119677
2020,225845.687604,68007.3514106
2021,232593.870022,73889.5771183
2022,237784.779574,78414.3661243
2023,241418.41626,81581.7184284
2024,235038.324769,74868.5666638
2025,238538.305634,77902.2631473
2026,242538.283767,81369.3448427
2027,246038.264632,84403.0413261
2028,248538.250965,86569.9673857
2029,242894.403726,80393.22371
2030,245298.921615,82464.6813262
2031,249146.150238,85779.0135122
