year,Base case cost,Modeled residential ashp
2017,154706.926605,197595.069493
2018,166496.055536,199219.539608
2019,182108.685742,201370.864897
2020,189437.063186,202380.670644
2021,194535.064886,203083.144208
2022,198358.566161,203609.99938
2023,200907.567011,203961.236162
2024,202819.317648,204224.663748
2025,205368.318498,204575.90053
2026,208554.569561,205014.946507
2027,211103.570411,205366.183289
2028,213333.946155,205673.515473
2029,216201.572111,206068.656853
2030,227919.382037,216412.864236
2031,231253.753264,217000.030378
