year,Base case cost,Modeled non-residential ashp
2017,857971.328625,1261374.78323
2018,938334.694995,1339489.70458
2019,1048462.27113,1446536.07829
2020,1105014.26969,1501505.83776
2021,1140731.32141,1536223.58058
2022,1170495.53117,1565155.03293
2023,1188354.05703,1582513.90434
2024,1206212.58289,1599872.77576
2025,1224071.10875,1617231.64717
2026,1247882.47657,1640376.80905
2027,1268717.4234,1660628.8257
2028,1286575.94926,1677987.69711
2029,1307410.8961,1698239.71375
2030,1322293.00098,1712705.43993
2031,1346104.36879,1735850.60181
