year,Base case cost,Modeled residential ashp
2017,507809.911297,805480.080713
2018,550703.730269,843917.593438
2019,610117.735745,897224.808871
2020,637525.477716,921496.631631
2021,652453.413301,934443.986661
2022,663650.588865,943990.67843
2023,667860.380745,947210.180033
2024,665887.789544,944247.298555
2025,669653.078591,947022.297324
2026,676467.556648,952516.388345
2027,675130.554286,950024.047326
2028,678229.089084,952132.291847
2029,676195.698951,948943.563057
2030,677310.31965,949232.941859
2031,676105.136251,946707.371423
