year,Base case cost,Modeled non-residential ashp
2017,1251581.0085,1484536.17195
2018,1349174.33109,1575355.59681
2019,1482468.48457,1700669.43387
2020,1549165.69988,1761901.50312
2021,1591587.35805,1799702.29849
2022,1626776.61791,1830728.06632
2023,1651461.47322,1851705.10838
2024,1672675.65307,1869408.71485
2025,1697587.62579,1890620.56057
2026,1718885.73048,1908284.19546
2027,1743775.75852,1929732.26535
2028,1765114.30943,1947691.47371
2029,1790023.0167,1969153.59313
2030,1807982.98565,1984111.86905
2031,1832665.63034,2005337.56279
