year,Base case cost,Modeled residential ashp
2017,113645.309665,208874.701307
2018,121821.544647,216348.930604
2019,132932.838341,227134.077779
2020,137964.367561,231178.184061
2021,141528.367425,233622.769893
2022,144253.779085,235168.21168
2023,132407.927901,222080.994837
2024,133737.555108,222155.237246
2025,135257.129058,222476.901589
2026,137346.54324,223473.295998
2027,138866.11719,223859.385344
2028,140385.691141,224276.559199
2029,142095.211835,224938.13421
2030,143234.892298,224987.218121
2031,145324.30648,226135.477733
