year,Base case cost,Modeled non-residential ashp
2017,161460.856537,189400.170497
2018,176555.993493,201615.204312
2019,197238.725328,218578.037411
2020,202638.972582,221807.514141
2021,209142.821857,226750.781888
2022,209043.113991,225273.72958
2023,212184.623266,227391.496748
2024,209643.002839,223838.128634
2025,212693.399553,225888.490969
2026,210906.751687,222942.587473
2027,214372.688401,225345.769243
2028,211278.107974,221284.67275
2029,208484.094987,217449.46687
2030,210795.049141,218900.291661
2031,208191.546153,215190.828945
