year,Base case cost,Modeled residential ashp
2017,161460.856537,247537.952942
2018,176555.993493,255106.79701
2019,197238.725328,266227.472268
2020,202638.972582,265854.262599
2021,209142.821857,268083.675886
2022,209043.113991,264167.300798
2023,212184.623266,264365.035878
2024,209643.002839,258919.378863
2025,212693.399553,259104.545266
2026,210906.751687,254074.462981
2027,214372.688401,254542.024232
2028,211278.107974,248693.259932
2029,208484.094987,242972.306726
2030,210795.049141,242806.888416
2031,208191.546153,237136.520745
