year,Base case cost,Modeled non-residential ashp
2017,211340.482181,331300.139189
2018,227640.201508,347972.006385
2019,251184.240536,372053.592334
2020,262050.720087,383168.170464
2021,261091.13521,382387.767894
2022,266931.065224,388365.530452
2023,270435.023233,391952.187986
2024,264697.9766,386297.84088
2025,268083.732767,389766.296573
2026,273162.367016,394968.980112
2027,266893.412094,388782.724716
2028,270160.966418,392132.978567
2029,274517.705517,396599.9837
2030,276696.075066,398833.486267
2031,271410.787175,393672.247665
