year,Base case cost,Modeled residential ashp
2017,21483.5353848,32109.1094046
2018,28382.0700878,37154.8671242
2019,32637.5036456,38877.822347
2020,34623.3726392,39517.2631973
2021,36041.8504917,39891.3227067
2022,37082.0675836,40090.7510726
2023,37744.0239148,40115.3791808
2024,38405.9802461,40146.888626
2025,39067.9365773,40185.1181261
2026,40013.588479,40366.2952393
2027,40770.1100004,40462.9577248
2028,41337.5011414,40474.9553766
2029,42188.5878529,40629.4499416
2030,49311.1099001,47257.7624658
2031,50404.1619276,47616.9161704
