year,Base case cost,Modeled residential energy efficiency
2017,27311.8330303,28362.7357813
2018,34008.0946969,34486.8613558
2019,36651.9435313,36368.0006701
2020,37885.739654,37174.7869811
2021,38767.0225987,37715.3588315
2022,39413.2967582,38079.4431211
2023,39824.5621325,38266.966824
2024,40235.8275067,38457.4619843
2025,40647.0928809,38650.858958
2026,41234.6148441,38981.7922531
2027,41704.6324147,39225.6912544
2028,42057.1455926,39382.4911011
2029,42585.9153594,39676.6326505
2030,49420.6588281,46334.7306569
2031,50099.7213905,46770.4078959
2032,50778.7839529,47208.5430675
2033,51457.8465154,47649.0785627
2034,52136.9090778,48091.9581241
2035,52612.2528715,48374.9621142
2036,53291.3154339,48822.3662796
