year,Base case cost,Modeled residential ashp
2017,105662.830484,96124.4725087
2018,112382.494035,103936.892226
2019,121528.702756,114570.463508
2020,125635.163815,119344.720002
2021,128435.023627,122599.894884
2022,130488.254156,124987.023131
2023,131981.512723,126723.116402
2024,133101.456648,128025.186355
2025,134594.715215,129761.279625
2026,136274.631103,131714.384555
2027,137581.232349,133233.466166
2028,138887.833594,134752.547778
2029,140381.092161,136488.641049
2030,141314.378765,137573.699343
2031,143180.951974,139743.815931
