year,Base case cost,Modeled non-residential ashp
2017,105662.830484,105890.396749
2018,112382.494035,113695.503477
2019,121528.702756,124319.120969
2020,125635.163815,129088.908414
2021,128435.023627,132341.036218
2022,130488.254156,134725.92994
2023,131981.512723,136460.398102
2024,133101.456648,137761.249224
2025,134594.715215,139495.717386
2026,136274.631103,141446.994068
2027,137581.232349,142964.653709
2028,138887.833594,144482.313351
2029,140381.092161,146216.781513
2030,141314.378765,147300.824114
2031,143180.951974,149468.909316
