year,annotation,consumption,consumption residential,consumption non-residential
2003,,655507.0,320949.0,334558.0
2004,,621765.0,310849.0,310916.0
2005,,650595.0,311306.0,339289.0
2006,,666499.0,319595.0,346904.0
2007,,678765.0,307111.0,371654.0
2008,,684303.0,298309.0,385994.0
2009,,681346.0,310758.0,370588.0
2010,,710134.0,314249.0,395885.0
2011,,685497.0,296381.0,389116.0
2012,,717595.0,293983.0,423612.0
2013,,675750.0,288377.0,387373.0
2014,start of forecast,703573.0,303539.0,400034.0
2015,,703536.0,303502.0,400034.0
2016,,703537.0,303503.0,400034.0
2017,,703597.0,303563.0,400034.0
2018,,703666.0,303633.0,400034.0
2019,,703764.0,303731.0,400034.0
2020,,703874.0,303840.0,400034.0
2021,,703989.0,303956.0,400034.0
2022,,704073.0,304039.0,400034.0
2023,,704138.0,304105.0,400034.0
2024,,704206.0,304172.0,400034.0
2025,,704312.0,304279.0,400034.0
2026,,704412.0,304378.0,400034.0
2027,,704630.0,304597.0,400034.0
2028,,704866.0,304832.0,400034.0
2029,,705019.0,304986.0,400034.0
2030,,705205.0,305171.0,400034.0
2031,,705376.0,305342.0,400034.0
2032,,705549.0,305516.0,400034.0
2033,,705773.0,305739.0,400034.0
2034,,705905.0,305871.0,400034.0
2035,,706062.0,306028.0,400034.0
2036,,706182.0,306148.0,400034.0
2037,,706271.0,306237.0,400034.0
2038,,706364.0,306330.0,400034.0
2039,,706432.0,306399.0,400034.0
2040,,706497.0,306463.0,400034.0
