year,Base case cost,Modeled non-residential ashp
2017,40116.2253944,118156.220161
2018,43248.4075734,118760.544039
2019,47598.6605997,120077.79759
2020,49599.7769918,120099.035226
2021,50991.8579603,119803.298047
2022,52035.9186866,119336.928308
2023,52731.9591708,118699.333088
2024,53340.9945945,118036.882645
2025,54124.0401393,117495.960977
2026,54994.0907445,117027.032727
2027,55690.1312288,116482.609105
2028,56299.1666524,115911.146556
2029,57082.2121972,115459.080313
2030,57604.2425604,114880.99227
2031,58474.2931656,114519.274043
