year,Base case cost,Modeled non-residential ashp
2017,98991.665347,116348.275567
2018,110422.065347,126741.568924
2019,126853.265347,141819.009175
2020,131027.082563,145200.656349
2021,136238.532563,149788.395295
2022,140407.692563,153409.683623
2023,143187.132563,155740.05514
2024,145271.712563,157427.989362
2025,143883.578456,155603.023278
2026,147260.078456,158502.363406
2027,149961.278456,160778.40107
2028,152324.828456,162745.535189
2029,155363.678456,165347.235938
2030,152507.585672,162151.827378
2031,156114.265672,165285.739701
