year,Base case cost,Modeled residential ashp
2017,98991.665347,133590.823043
2018,110422.065347,143121.212125
2019,126853.265347,157129.950946
2020,131027.082563,159819.187497
2021,136238.532563,163830.107448
2022,140407.692563,166928.679283
2023,143187.132563,168805.569702
2024,145271.712563,170078.425111
2025,143883.578456,167815.306782
2026,147260.078456,170253.243725
2027,149961.278456,172105.747875
2028,152324.828456,173671.725385
2029,155363.678456,175848.510641
2030,152507.585672,172296.207208
2031,156114.265672,174987.852719
