year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,12987.96,698637.0,698637.0
2004,,12987.96,723123.0,723123.0
2005,,12987.96,741835.0,741835.0
2006,,12987.96,777086.0,777086.0
2007,,12987.96,785179.0,785179.0
2008,,12987.96,778980.0,778980.0
2009,,12987.96,772293.0,772293.0
2010,,12987.96,782961.0,782961.0
2011,,12987.96,798138.0,798138.0
2012,,12987.96,831458.0,831458.0
2013,,12987.96,843736.0,843736.0
2014,,12987.96,850501.0,850501.0
2015,,12987.96,879540.0,879540.0
2016,start of forecast,12987.96,859000.0,859000.0
2017,,12987.96,864000.0,864000.0
2018,,12987.96,867000.0,867000.0
2019,,12987.96,871000.0,871000.0
2020,,12987.96,875000.0,875000.0
2021,,12987.96,880000.0,880000.0
2022,,12987.96,884000.0,884000.0
2023,,12987.96,888000.0,888000.0
2024,,12987.96,891000.0,891000.0
2025,,12987.96,895000.0,895000.0
2026,,12987.96,902000.0,902000.0
2027,,12987.96,906000.0,906000.0
2028,,12987.96,911000.0,911000.0
2029,,12987.96,916000.0,916000.0
2030,,12987.96,921000.0,921000.0
2031,,12987.96,927000.0,927000.0
2032,,12987.96,932000.0,932000.0
2033,,12987.96,937000.0,937000.0
2034,,12987.96,943000.0,943000.0
2035,,12987.96,948000.0,948000.0
2036,,12987.96,952000.0,952000.0
2037,,12987.96,957000.0,957000.0
2038,,12987.96,963000.0,963000.0
2039,,12987.96,968000.0,968000.0
2040,,12987.96,975000.0,975000.0
