year,annotation,consumption,consumption residential,consumption non-residential
2003,,653038.0,350946.0,302092.0
2004,,670525.0,349457.0,321068.0
2005,,695846.0,363516.0,332330.0
2006,,747277.0,358644.0,388633.0
2007,,736324.0,342186.0,394138.0
2008,,734123.0,323220.0,410903.0
2009,,734007.0,307747.0,426260.0
2010,,743217.0,329895.0,413322.0
2011,,773342.0,347795.0,425547.0
2012,,794455.0,349561.0,444894.0
2013,,795112.0,360944.0,434168.0
2014,,804585.0,379253.0,425332.0
2015,,839496.0,377437.0,462059.0
2016,start of forecast,814057.0,373538.0,440520.0
2017,,818387.0,377867.0,440520.0
2018,,821710.0,381190.0,440520.0
2019,,825652.0,385133.0,440520.0
2020,,829600.0,389080.0,440520.0
2021,,833820.0,393300.0,440520.0
2022,,837485.0,396965.0,440520.0
2023,,841059.0,400539.0,440520.0
2024,,844375.0,403855.0,440520.0
2025,,848205.0,407685.0,440520.0
2026,,854572.0,414053.0,440520.0
2027,,858949.0,418429.0,440520.0
2028,,863369.0,422849.0,440520.0
2029,,867815.0,427295.0,440520.0
2030,,872320.0,431801.0,440520.0
2031,,878763.0,438244.0,440520.0
2032,,883367.0,442847.0,440520.0
2033,,888036.0,447516.0,440520.0
2034,,893191.0,452672.0,440520.0
2035,,898620.0,458101.0,440520.0
2036,,902416.0,461896.0,440520.0
2037,,907281.0,466762.0,440520.0
2038,,912222.0,471702.0,440520.0
2039,,917308.0,476788.0,440520.0
2040,,923468.0,482948.0,440520.0
