year,Base case cost,Modeled non-residential ashp
2017,203458.35842,259566.535912
2018,215747.371342,269985.923735
2019,232587.870532,284652.148916
2020,240325.397186,290893.399124
2021,245787.180707,295044.78179
2022,249883.518348,297950.532453
2023,252614.410108,299610.147325
2024,254890.153242,300867.885845
2025,257621.045003,302568.018984
2026,261262.234017,305132.45326
2027,263993.125777,306871.227632
2028,266268.868911,308206.270354
2029,269454.909298,310404.271585
2030,271275.503805,311352.926045
2031,274916.692819,314008.446986
