year,Base case cost,Modeled non-residential ashp
2017,556082.302592,578023.544193
2018,592581.145225,611859.625021
2019,650128.212787,666194.970437
2020,673712.845421,687740.652401
2021,690105.648054,702427.620725
2022,710897.144738,721713.351141
2023,719177.666932,728687.626206
2024,726418.099127,734688.308124
2025,734697.071321,741705.179272
2026,753965.388005,759644.37085
2027,763400.929761,767815.750456
2028,770732.671516,773991.967595
2029,780166.853272,782202.137829
2030,785394.475027,786401.768729
2031,796937.796344,796671.044985
