year,Base case cost,Modeled non-residential ashp
2017,36465.7281945,103772.217991
2018,39174.1894799,105858.399244
2019,42898.3237472,109042.042729
2020,44591.1120505,110085.94091
2021,45809.9196289,110644.020161
2022,46690.1695466,110859.722723
2023,47299.5733358,110804.572277
2024,47773.5540607,110622.030173
2025,48382.9578499,110599.423721
2026,49127.7847034,110736.376089
2027,49737.1884926,110744.806059
2028,50211.1692175,110624.354209
2029,50888.2845389,110734.311102
2030,51294.5537317,110570.835876
2031,52039.3805851,110780.9485
