year,Base case cost,Modeled residential ashp
2017,23020.2717445,147284.600898
2018,24730.0830628,147523.850223
2019,27081.0736255,148477.606769
2020,28149.7056995,148111.744225
2021,27786.4070522,146331.931954
2022,28320.3303317,145471.377923
2023,28689.9695252,144470.212345
2024,28977.4666757,143414.670463
2025,29347.1058692,142478.024925
2026,29798.8871057,141659.528644
2027,28938.7053942,139554.593406
2028,29214.4827145,138610.428623
2029,29608.4503149,137820.761799
2030,29844.8308752,136892.067261
2031,30278.1952356,136200.197845
