year,Base case cost,Modeled transmission and interties
2021,320601.217038,315612.998892
2022,328192.866986,318499.654849
2023,333448.624642,319610.87693
2024,336411.314699,319159.599398
2025,341649.553163,320615.177229
2026,346887.791627,321866.603891
2027,352108.510899,323210.981137
2028,354973.87211,323161.538795
2029,360755.205532,325125.80521
2030,364224.005586,325322.546431
2031,369335.716551,326998.909031
2032,375673.770969,329407.19803
2033,380721.244896,331144.110561
2034,387037.886968,333865.502302
2035,389731.949411,334070.648802
2036,396599.472749,337163.870925
2037,400605.528029,338212.941441
2038,406900.757755,341117.674739
2039,410649.864883,342020.914874
2040,417494.029298,345727.618186
