year,Base case cost,Modeled non-residential ashp
2017,581468.52282,707739.689629
2018,614875.153072,737388.817049
2019,659417.326742,776920.986942
2020,680451.130975,795588.956058
2021,695298.522198,808766.346022
2022,706434.065615,818649.388495
2023,713857.761227,825238.083477
2024,720044.174237,830728.662629
2025,727467.869848,837317.357611
2026,736128.848062,845004.168424
2027,744789.826275,852690.979236
2028,750976.239285,858181.558388
2029,759637.217498,865868.369201
2030,764586.347906,870260.832522
2031,773247.32612,877947.643335
