year,annotation,consumption,consumption residential,consumption non-residential
2003,,1649280.0,712477.0,936803.0
2004,,1650934.0,731488.0,919446.0
2005,,1745711.0,730959.0,1014752.0
2006,,1709021.0,691934.0,1017087.0
2007,,1651208.0,690792.0,960416.0
2008,,1729891.0,710568.0,1019323.0
2009,,1810240.0,770046.0,1040194.0
2010,,1831654.0,709439.0,1122215.0
2011,,1776262.0,716816.0,1059446.0
2012,,1836640.0,770443.0,1066197.0
2013,,1858178.0,817441.0,1040737.0
2014,start of forecast,1850131.0,794671.0,1055460.0
2015,,1870294.0,814834.0,1055460.0
2016,,1890927.0,835467.0,1055460.0
2017,,1912061.0,856601.0,1055460.0
2018,,1933119.0,877659.0,1055460.0
2019,,1954680.0,899220.0,1055460.0
2020,,1976237.0,920777.0,1055460.0
2021,,1997343.0,941883.0,1055460.0
2022,,2018367.0,962907.0,1055460.0
2023,,2039164.0,983704.0,1055460.0
2024,,2060121.0,1004661.0,1055460.0
2025,,2080997.0,1025537.0,1055460.0
2026,,2101800.0,1046340.0,1055460.0
2027,,2122182.0,1066722.0,1055460.0
2028,,2142222.0,1086762.0,1055460.0
2029,,2164898.0,1109438.0,1055460.0
2030,,2186810.0,1131350.0,1055460.0
2031,,2207646.0,1152186.0,1055460.0
2032,,2225931.0,1170471.0,1055460.0
2033,,2243247.0,1187787.0,1055460.0
2034,,2260419.0,1204959.0,1055460.0
2035,,2278023.0,1222563.0,1055460.0
2036,,2296470.0,1241010.0,1055460.0
2037,,2315707.0,1260247.0,1055460.0
2038,,2334374.0,1278914.0,1055460.0
2039,,2351607.0,1296147.0,1055460.0
2040,,2367696.0,1312236.0,1055460.0
