year,Base case cost,Modeled non-residential ashp
2017,34679.0283207,122013.811537
2018,36905.7982066,123702.090464
2019,39768.7880598,126213.680068
2020,41104.8499913,126836.600797
2021,42059.1799424,127005.6942
2022,42695.3999098,126800.12884
2023,43204.3758837,126458.579426
2024,43586.1078641,125980.494875
2025,44031.4618413,125604.576047
2026,44604.0598119,125410.043804
2027,45049.4137891,125077.399806
2028,45431.1457695,124685.889191
2029,45940.1217434,124474.261566
2030,46258.2317271,124043.307481
2031,46767.207701,123871.038055
