year,Base case cost,Modeled residential ashp
2017,24699.3561778,176021.581916
2018,26285.3228325,175708.148399
2019,30023.7896672,177764.100698
2020,31032.4611498,176764.170721
2021,31752.9407802,175435.385504
2022,32233.2605339,173840.420031
2023,32617.5163368,172169.903646
2024,32905.7081889,170422.608628
2025,33241.9320165,168789.222579
2026,33674.2197947,167332.537002
2027,35935.4577889,167720.574504
2028,36239.9614953,166182.464189
2029,36645.9664371,164823.141862
2030,36899.7195258,163308.139058
2031,37305.7244676,162036.500487
