year,Base case cost,Modeled non-residential ashp
2017,190709.269459,197106.600552
2018,212515.476403,211334.742794
2019,243205.693584,231805.9782
2020,257743.16488,240994.008282
2021,268242.449705,247378.46877
2022,275511.185353,251524.16293
2023,281164.646412,254561.252867
2024,286010.470178,257054.567
2025,290856.293943,259568.945877
2026,297317.392297,263234.588003
2027,302970.853357,266354.972936
2028,307009.039828,268364.283733
2029,313470.138182,272088.791116
2030,317508.324653,274135.96944
2031,323969.423007,277897.456832
