year,Base case cost,Modeled residential ashp
2017,24562.3044601,33127.5216062
2018,27370.823918,33903.6473108
2019,31323.555007,35202.2205852
2020,33195.9013123,35582.2453265
2021,29745.5302068,30937.9724623
2022,30551.5636889,30790.7292326
2023,31178.4786194,30589.6596456
2024,36836.5746837,35487.2802478
2025,37460.6901188,35360.6517421
2026,38292.8440322,35336.4771992
2027,39020.9787065,35275.1080986
2028,39541.0749024,35129.8516597
2029,51597.9871457,46357.6301033
2030,63632.0409392,57743.8253573
2031,70727.2723703,64027.0070664
