year,Base case cost,Modeled residential ashp
2017,480442.227141,904643.575485
2018,524305.402447,935426.520399
2019,574393.460734,970341.96401
2020,601312.840142,986948.165845
2021,630704.500077,1007200.13489
2022,648935.109033,1017256.43534
2023,664106.700617,1025011.07932
2024,678337.913348,1032170.19041
2025,701547.562665,1048240.14801
2026,719626.555447,1058904.07421
2027,743499.767021,1075902.00589
2028,758544.782517,1084403.89213
2029,784222.25588,1103253.67413
2030,797211.233073,1110354.92317
2031,824743.048396,1131094.95408
