year,Base case cost,Modeled non-residential ashp
2017,99957.5533614,258146.789029
2018,105877.385602,257740.616901
2019,113846.390542,258452.060309
2020,117717.050085,257165.769829
2021,120449.28035,255379.001886
2022,122270.767193,253205.287168
2023,123636.882326,250873.512307
2024,124775.311603,248497.290237
2025,126141.426736,246305.588312
2026,127735.227724,244296.784609
2027,129101.342856,242238.666863
2028,130239.772133,240129.688088
2029,131833.573121,238314.280174
2030,132744.316543,236214.397279
2031,134565.803386,234635.797434
