year,Base case cost,Modeled residential ashp
2017,161440.070882,926058.668699
2018,175453.618643,909280.959819
2019,193447.00518,892217.296692
2020,205964.491279,879415.992477
2021,215810.264123,866924.689034
2022,225244.128916,856475.11017
2023,233999.978955,846754.260118
2024,242451.291519,837607.952636
2025,251471.410811,828863.053
2026,261094.806735,820545.790465
2027,270402.175217,812766.853174
2028,279359.046354,805483.911307
2029,290539.362008,799706.171878
2030,299245.315518,793323.43362
2031,311274.027111,788492.355204
