year,Base case cost,Modeled transmission and interties
2021,1376305.92236,3311070.80333
2022,1421212.25383,3344040.86644
2023,1457089.04836,3365530.00711
2024,1489240.2264,3381326.70739
2025,1526742.1328,3403506.6377
2026,1569214.45334,3433978.69871
2027,1607484.30189,3460511.17956
2028,1641459.52538,3480553.61597
2029,1685654.96183,3514619.73765
2030,1716649.10703,3532669.59762
2031,1766963.21399,3571948.75331
2032,1813019.26458,3609652.34369
2033,1859546.31967,3648370.81566
2034,1911982.87247,3694021.44228
2035,1950862.68649,3723143.58048
2036,2004922.8884,3771587.67599
2037,2044643.78193,3802516.22981
2038,2100377.36635,3853774.95401
2039,2147239.3905,3896070.48813
2040,2209850.8111,3953058.50403
