year,Base case cost,Modeled residential ashp
2017,42063.5122693,307569.962743
2018,46207.7504022,307091.509831
2019,51811.3590113,308216.951212
2020,54925.371714,306894.701298
2021,56476.2163354,304096.402695
2022,58574.9405682,301939.728808
2023,60334.7539451,299535.479085
2024,62025.0026353,297157.465789
2025,63835.3594362,294997.610229
2026,65770.1566414,293058.000076
2027,67633.9450619,291136.446909
2028,69422.3924044,289226.477518
2029,71439.5031858,287636.826625
2030,73068.6037851,285735.137899
2031,75243.3692208,284473.553962
