year,Base case cost,Modeled non-residential ashp
2017,45437.717085,158284.19828
2018,49098.4215631,160540.196072
2019,54167.089302,164327.815095
2020,56513.6947367,165265.266784
2021,58109.3864323,165442.559914
2022,59329.6212583,165257.105313
2023,60174.3992148,164708.070655
2024,60925.3129539,164093.340286
2025,61770.0909104,163611.252047
2026,62708.7330842,163261.030756
2027,63553.5110407,162842.7877
2028,64304.4247798,162355.783512
2029,65243.0669537,162097.993747
2030,65806.252258,161471.318424
2031,66838.7586493,161371.161264
