year,annotation,consumption,consumption residential,consumption non-residential
2003,,2298019.0,1081028.0,1216991.0
2004,,2574069.0,1076264.0,1497805.0
2005,,2570468.0,1106955.0,1463513.0
2006,,2461589.0,1198254.0,1263335.0
2007,,2459214.0,1182730.0,1276484.0
2008,,2510396.0,1215662.0,1294734.0
2009,,2541126.0,1277318.0,1263808.0
2010,,2829930.0,1301642.0,1528288.0
2011,,2936019.0,1298182.0,1637837.0
2012,,2921639.0,1312076.0,1609563.0
2013,,2910516.0,1320624.0,1589892.0
2014,,2904266.0,1203524.0,1700742.0
2015,,2854102.0,1124377.0,1729725.0
2016,start of forecast,2918065.0,1244612.0,1673453.0
2017,,2927991.0,1254538.0,1673453.0
2018,,2929743.0,1256290.0,1673453.0
2019,,2938250.0,1264797.0,1673453.0
2020,,2942324.0,1268871.0,1673453.0
2021,,2946271.0,1272818.0,1673453.0
2022,,2950568.0,1277115.0,1673453.0
2023,,2954791.0,1281338.0,1673453.0
2024,,2958857.0,1285404.0,1673453.0
2025,,2962158.0,1288705.0,1673453.0
2026,,2957949.0,1284496.0,1673453.0
2027,,2959584.0,1286131.0,1673453.0
2028,,2960368.0,1286915.0,1673453.0
2029,,2963674.0,1290221.0,1673453.0
2030,,2966599.0,1293146.0,1673453.0
2031,,2961633.0,1288180.0,1673453.0
2032,,2962283.0,1288830.0,1673453.0
2033,,2961571.0,1288118.0,1673453.0
2034,,2962579.0,1289126.0,1673453.0
2035,,2966812.0,1293359.0,1673453.0
2036,,2978854.0,1305401.0,1673453.0
2037,,2980809.0,1307356.0,1673453.0
2038,,2986672.0,1313219.0,1673453.0
2039,,2991219.0,1317766.0,1673453.0
2040,,2997667.0,1324214.0,1673453.0
