year,Base case cost,Modeled residential ashp
2017,1108473.63418,1867692.52251
2018,1248826.10361,1917587.91691
2019,1429183.06898,1985225.19067
2020,1523208.85171,2012599.27983
2021,1590851.15936,2029271.46792
2022,1642283.75091,2035279.07517
2023,1674148.29452,2032314.88307
2024,1696332.26429,2022661.67708
2025,1728272.47804,2018151.84556
2026,1765026.51576,2016363.64536
2027,1799547.68429,2017833.73388
2028,1831653.89452,2017307.54701
2029,1836865.76854,1987764.68031
2030,1834751.72528,1958888.82378
2031,1859349.18608,1946989.54625
