year,Base case cost,Modeled non-residential ashp
2017,102386.314323,149779.497836
2018,108676.590278,156878.237936
2019,117242.072429,166544.607434
2020,121257.142188,171075.718136
2021,123933.85536,174096.458604
2022,125807.554581,176210.976932
2023,127279.746826,177872.384189
2024,128350.432095,179080.680376
2025,129688.788681,180591.05061
2026,131294.816584,182403.494891
2027,132633.17317,183913.865125
2028,133837.694098,185273.198336
2029,135309.886343,186934.605593
2030,136246.735953,187991.864757
2031,137852.763857,189804.309038
