year,Base case cost,Modeled residential ashp
2017,30862.9080394,67620.6117417
2018,32759.0228632,70160.012594
2019,35340.9664531,73617.9201377
2020,36551.2525109,75238.8142988
2021,37358.1098827,76319.4104062
2022,37922.910043,77075.8276813
2023,38366.6815975,77670.1555404
2024,38689.4245463,78102.3939834
2025,39092.8532322,78642.6920371
2026,39576.9676553,79291.0497015
2027,52387.9489253,92238.9003393
2028,52863.7151256,92837.8489706
2029,53445.2071482,93569.8972978
2030,53815.2475262,94035.7462332
2031,54449.60246,94834.3444083
