year,Base case cost,Modeled residential ashp
2017,49284.0931329,289359.756718
2018,55576.8876833,282975.626219
2019,63415.9363912,275645.905987
2020,69292.679991,271714.523361
2021,75239.8076643,269429.012937
2022,80502.9303896,267159.32686
2023,85826.453907,266228.992309
2024,90661.282715,264922.442733
2025,96330.0296732,264268.712276
2026,102289.104488,263721.636333
2027,107977.522183,263590.543846
2028,114351.612862,264247.424024
2029,120645.443102,264342.060817
2030,126780.091798,265538.847669
2031,133288.122456,266040.519868
