year,Base case cost,Modeled non-residential ashp
2017,371204.787222,414855.376451
2018,403378.971769,444117.693678
2019,448867.296316,485933.927908
2020,465395.824213,500251.087781
2021,480774.78876,513768.10902
2022,491758.313307,523173.24382
2023,494563.481203,524617.716858
2024,501087.11575,529867.166607
2025,503677.213647,531138.416859
2026,513367.968194,539399.837976
2027,520904.02274,545656.953486
2028,527362.687287,550921.272914
2029,535980.687287,558233.055343
2030,535969.600637,557130.129718
2031,545563.075184,565388.345015
