year,Base case cost,Modeled residential ashp
2017,371204.787222,442487.172771
2018,403378.971769,469828.023638
2019,448867.296316,509231.858967
2020,465395.824213,522082.475933
2021,480774.78876,534359.851756
2022,491758.313307,542709.604477
2023,494563.481203,543240.333164
2024,501087.11575,547632.789289
2025,503677.213647,548018.917804
2026,513367.968194,555324.487899
2027,520904.02274,560723.778321
2028,527362.687287,565185.712789
2029,535980.687287,571623.432521
2030,535969.600637,569785.81365
2031,545563.075184,577152.522686
