year,Base case cost,Modeled solar power (pv)
2016,343029.141754,376107.073933
2017,420559.572772,452615.11066
2018,480635.312272,511919.350677
2019,562171.774683,592406.615951
2020,602507.96517,632258.229999
2021,627307.402125,656781.40592
2022,647944.656827,677204.055959
2023,661881.389221,691014.542114
2024,671492.085994,700557.376585
2025,685113.015528,714056.750093
2026,700344.482927,729141.728893
2027,713127.93969,741808.861334
2028,723467.587188,752061.657647
2029,736320.36653,764802.776217
2030,744638.442287,773064.759
2031,758424.63895,786717.252525
2032,773123.94632,801259.451192
2033,787355.50134,815337.038123
2034,801100.397851,828931.066967
2035,806707.190524,834492.213555
