year,Base case cost,Modeled non-residential ashp
2017,446141.442667,499797.198347
2018,492937.162978,530969.864487
2019,552328.807407,569158.792542
2020,583848.114162,590076.74111
2021,603755.044744,603288.077048
2022,615720.361841,609673.73194
2023,627246.184109,617293.790666
2024,635478.914301,622736.689756
2025,642146.012819,625498.024732
2026,650261.81988,629150.102029
2027,661614.534338,636597.052945
2028,666227.046982,637861.768267
2029,672288.268167,640017.225909
2030,675006.937902,639946.064542
2031,682319.030132,642794.427009
