year,Base case cost,Modeled residential ashp
2017,907770.014656,1681774.67772
2018,1001325.91255,1748742.72038
2019,1118485.6035,1835687.43153
2020,1202049.04658,1897342.72512
2021,1293312.48437,1969246.78116
2022,1363592.35825,2021823.52628
2023,1427952.93287,2070129.50634
2024,1490776.66857,2117655.03318
2025,1557144.04305,2168588.6126
2026,1644475.12952,2240343.12904
2027,1713198.31254,2294224.55756
2028,1780006.56393,2346919.0142
2029,1871467.58636,2423660.59061
2030,1937175.25967,2476248.15519
2031,2013339.345,2538231.25223
