year,Base case cost,Modeled non-residential ashp
2017,1054000.37709,1148661.67262
2018,1140015.76574,1231162.56344
2019,1251290.61637,1338378.01568
2020,1320106.22822,1404350.8105
2021,1377649.76143,1459418.53163
2022,1425821.89602,1505415.62998
2023,1474438.55235,1552026.54213
2024,1521046.90005,1596732.25273
2025,1566056.11904,1639810.50099
2026,1619731.98841,1691526.20013
2027,1671341.02885,1741275.57935
2028,1720691.52005,1788866.0926
2029,1776882.33352,1843199.97387
2030,1824565.29822,1889254.64983
2031,1882368.91413,1945266.18916
